Order ID,Customer ID,Customer Name,Segment
ORD018530,CUST018530,Christina,Consumer
ORD018531,CUST018531,William,Corporate
ORD018532,CUST018532,David,Consumer
ORD018533,CUST018533,Alex,Consumer
ORD018534,CUST018534,Nathan,Consumer
ORD018535,CUST018535,Javier,Consumer
ORD018536,CUST018536,Stephen,Corporate
ORD018537,CUST018537,Caitlin,Consumer
ORD018538,CUST018538,Stephanie,Corporate
ORD018539,CUST018539,Brittany,Consumer
ORD018540,CUST018540,Nancy,Consumer
ORD018541,CUST018541,Summer,Corporate
ORD018542,CUST018542,Ashley,Corporate
ORD018543,CUST018543,Kathy,Consumer
ORD018544,CUST018544,Joseph,Corporate
ORD018545,CUST018545,Jeffrey,Corporate
ORD018546,CUST018546,Kathryn,Corporate
ORD018547,CUST018547,Amanda,Consumer
ORD018548,CUST018548,Holly,Corporate
ORD018549,CUST018549,Shelby,Corporate
ORD018550,CUST018550,Rachel,Corporate
ORD018551,CUST018551,Melissa,Corporate
ORD018552,CUST018552,Kathleen,Corporate
ORD018553,CUST018553,Leah,Corporate
ORD018554,CUST018554,Adam,Consumer
ORD018555,CUST018555,Tricia,Corporate
ORD018556,CUST018556,Kathryn,Consumer
ORD018557,CUST018557,Karen,Corporate
ORD018558,CUST018558,Scott,Corporate
ORD018559,CUST018559,Thomas,Consumer
ORD018560,CUST018560,Marilyn,Corporate
ORD018561,CUST018561,Michael,Corporate
ORD018562,CUST018562,Lisa,Corporate
ORD018563,CUST018563,Luke,Corporate
ORD018564,CUST018564,Joshua,Corporate
ORD018565,CUST018565,John,Corporate
ORD018566,CUST018566,Jacqueline,Consumer
ORD018567,CUST018567,Zachary,Corporate
ORD018568,CUST018568,Tammy,Corporate
ORD018569,CUST018569,Logan,Consumer
ORD018570,CUST018570,Alexis,Corporate
ORD018571,CUST018571,Daniel,Corporate
ORD018572,CUST018572,Lori,Corporate
ORD018573,CUST018573,Jessica,Consumer
ORD018574,CUST018574,Frances,Consumer
ORD018575,CUST018575,Tina,Consumer
ORD018576,CUST018576,Angela,Consumer
ORD018577,CUST018577,Ryan,Corporate
ORD018578,CUST018578,Brittany,Corporate
ORD018579,CUST018579,Gilbert,Consumer
ORD018580,CUST018580,Adrian,Consumer
ORD018581,CUST018581,Jennifer,Corporate
ORD018582,CUST018582,Abigail,Consumer
ORD018583,CUST018583,Hannah,Consumer
ORD018584,CUST018584,Joseph,Corporate
ORD018585,CUST018585,James,Consumer
ORD018586,CUST018586,Christina,Consumer
ORD018587,CUST018587,Steven,Consumer
ORD018588,CUST018588,Robin,Consumer
ORD018589,CUST018589,Angela,Consumer
ORD018590,CUST018590,Ricky,Corporate
ORD018591,CUST018591,Michelle,Consumer
ORD018592,CUST018592,Sarah,Consumer
ORD018593,CUST018593,Kendra,Corporate
ORD018594,CUST018594,Katie,Corporate
ORD018595,CUST018595,Kyle,Consumer
ORD018596,CUST018596,Katherine,Corporate
ORD018597,CUST018597,Brian,Corporate
ORD018598,CUST018598,Amanda,Consumer
ORD018599,CUST018599,Nicole,Consumer
ORD018600,CUST018600,Sharon,Consumer
ORD018601,CUST018601,Dan,Consumer
ORD018602,CUST018602,Ronald,Consumer
ORD018603,CUST018603,Kathy,Corporate
ORD018604,CUST018604,Steven,Corporate
ORD018605,CUST018605,Thomas,Corporate
ORD018606,CUST018606,Debra,Consumer
ORD018607,CUST018607,Bethany,Consumer
ORD018608,CUST018608,Hannah,Consumer
ORD018609,CUST018609,Raymond,Consumer
ORD018610,CUST018610,Jennifer,Corporate
ORD018611,CUST018611,Justin,Consumer
ORD018612,CUST018612,Lisa,Consumer
ORD018613,CUST018613,Stephanie,Corporate
ORD018614,CUST018614,Carrie,Corporate
ORD018615,CUST018615,Tammy,Corporate
ORD018616,CUST018616,Joseph,Corporate
ORD018617,CUST018617,Joshua,Corporate
ORD018618,CUST018618,Diane,Consumer
ORD018619,CUST018619,Kelly,Consumer
ORD018620,CUST018620,Sara,Corporate
ORD018621,CUST018621,Megan,Consumer
ORD018622,CUST018622,Christopher,Consumer
ORD018623,CUST018623,Brandon,Consumer
ORD018624,CUST018624,Joy,Consumer
ORD018625,CUST018625,Andrew,Corporate
ORD018626,CUST018626,Bernard,Consumer
ORD018627,CUST018627,Hannah,Consumer
ORD018628,CUST018628,Elizabeth,Corporate
ORD018629,CUST018629,Linda,Consumer
ORD018630,CUST018630,Rebecca,Consumer
ORD018631,CUST018631,David,Consumer
ORD018632,CUST018632,Jennifer,Corporate
ORD018633,CUST018633,Elizabeth,Consumer
ORD018634,CUST018634,Nicholas,Consumer
ORD018635,CUST018635,Marcia,Consumer
ORD018636,CUST018636,Robert,Consumer
ORD018637,CUST018637,Tonya,Corporate
ORD018638,CUST018638,John,Corporate
ORD018639,CUST018639,Jill,Consumer
ORD018640,CUST018640,Nicholas,Corporate
ORD018641,CUST018641,James,Consumer
ORD018642,CUST018642,Kevin,Corporate
ORD018643,CUST018643,Jason,Corporate
ORD018644,CUST018644,Gabriella,Corporate
ORD018645,CUST018645,Madeline,Consumer
ORD018646,CUST018646,Sylvia,Corporate
ORD018647,CUST018647,Daniel,Consumer
ORD018648,CUST018648,Mitchell,Corporate
ORD018649,CUST018649,Jonathan,Corporate
ORD018650,CUST018650,Morgan,Corporate
ORD018651,CUST018651,William,Corporate
ORD018652,CUST018652,Chelsea,Corporate
ORD018653,CUST018653,Lisa,Corporate
ORD018654,CUST018654,Michael,Corporate
ORD018655,CUST018655,Christopher,Consumer
ORD018656,CUST018656,Kathleen,Consumer
ORD018657,CUST018657,Elizabeth,Corporate
ORD018658,CUST018658,Diane,Consumer
ORD018659,CUST018659,Christopher,Corporate
ORD018660,CUST018660,Maria,Corporate
ORD018661,CUST018661,Jimmy,Consumer
ORD018662,CUST018662,Michael,Corporate
ORD018663,CUST018663,Mia,Corporate
ORD018664,CUST018664,Amanda,Corporate
ORD018665,CUST018665,Benjamin,Corporate
ORD018666,CUST018666,Mary,Consumer
ORD018667,CUST018667,Janice,Consumer
ORD018668,CUST018668,Justin,Consumer
ORD018669,CUST018669,Ashley,Corporate
ORD018670,CUST018670,Christine,Consumer
ORD018671,CUST018671,Christina,Corporate
ORD018672,CUST018672,Thomas,Consumer
ORD018673,CUST018673,Jennifer,Consumer
ORD018674,CUST018674,Mallory,Corporate
ORD018675,CUST018675,Monique,Consumer
ORD018676,CUST018676,James,Consumer
ORD018677,CUST018677,Sara,Consumer
ORD018678,CUST018678,Kathleen,Consumer
ORD018679,CUST018679,Allen,Consumer
ORD018680,CUST018680,Karen,Consumer
ORD018681,CUST018681,Melissa,Consumer
ORD018682,CUST018682,Jay,Corporate
ORD018683,CUST018683,Patricia,Consumer
ORD018684,CUST018684,Heidi,Consumer
ORD018685,CUST018685,Rebekah,Consumer
ORD018686,CUST018686,Michael,Consumer
ORD018687,CUST018687,Peter,Corporate
ORD018688,CUST018688,Renee,Corporate
ORD018689,CUST018689,Michael,Consumer
ORD018690,CUST018690,Robin,Consumer
ORD018691,CUST018691,Randy,Consumer
ORD018692,CUST018692,Denise,Corporate
ORD018693,CUST018693,Kyle,Consumer
ORD018694,CUST018694,Cameron,Consumer
ORD018695,CUST018695,Samantha,Corporate
ORD018696,CUST018696,Lisa,Corporate
ORD018697,CUST018697,Kevin,Corporate
ORD018698,CUST018698,Kara,Corporate
ORD018699,CUST018699,Eric,Consumer
ORD018700,CUST018700,Amanda,Consumer
ORD018701,CUST018701,Bryan,Corporate
ORD018702,CUST018702,Brian,Corporate
ORD018703,CUST018703,Jessica,Corporate
ORD018704,CUST018704,Courtney,Consumer
ORD018705,CUST018705,Michael,Consumer
ORD018706,CUST018706,Jordan,Corporate
ORD018707,CUST018707,Ernest,Corporate
ORD018708,CUST018708,Sarah,Consumer
ORD018709,CUST018709,Jill,Consumer
ORD018710,CUST018710,Gregory,Consumer
ORD018711,CUST018711,Jamie,Consumer
ORD018712,CUST018712,Kenneth,Consumer
ORD018713,CUST018713,Daniel,Corporate
ORD018714,CUST018714,Benjamin,Corporate
ORD018715,CUST018715,Christopher,Consumer
ORD018716,CUST018716,Peter,Corporate
ORD018717,CUST018717,Juan,Consumer
ORD018718,CUST018718,Patrick,Corporate
ORD018719,CUST018719,Russell,Consumer
ORD018720,CUST018720,Susan,Corporate
ORD018721,CUST018721,James,Consumer
ORD018722,CUST018722,Russell,Consumer
ORD018723,CUST018723,Jesus,Corporate
ORD018724,CUST018724,Autumn,Corporate
ORD018725,CUST018725,Matthew,Corporate
ORD018726,CUST018726,Amber,Corporate
ORD018727,CUST018727,Eric,Corporate
ORD018728,CUST018728,Charles,Corporate
ORD018729,CUST018729,Caroline,Consumer
ORD018730,CUST018730,Diana,Consumer
ORD018731,CUST018731,Colin,Consumer
ORD018732,CUST018732,Jennifer,Consumer
ORD018733,CUST018733,Dominic,Consumer
ORD018734,CUST018734,Michael,Corporate
ORD018735,CUST018735,Audrey,Corporate
ORD018736,CUST018736,Jeremy,Consumer
ORD018737,CUST018737,Melvin,Consumer
ORD018738,CUST018738,April,Consumer
ORD018739,CUST018739,Taylor,Consumer
ORD018740,CUST018740,Kristopher,Corporate
ORD018741,CUST018741,Dylan,Consumer
ORD018742,CUST018742,Lawrence,Corporate
ORD018743,CUST018743,Richard,Corporate
ORD018744,CUST018744,Carmen,Consumer
ORD018745,CUST018745,Dana,Corporate
ORD018746,CUST018746,Steven,Consumer
ORD018747,CUST018747,Jeremy,Corporate
ORD018748,CUST018748,Maria,Consumer
ORD018749,CUST018749,Catherine,Corporate
ORD018750,CUST018750,Leslie,Corporate
ORD018751,CUST018751,Rachel,Consumer
ORD018752,CUST018752,Raymond,Corporate
ORD018753,CUST018753,Michael,Corporate
ORD018754,CUST018754,Wendy,Consumer
ORD018755,CUST018755,Kathryn,Corporate
ORD018756,CUST018756,Joshua,Consumer
ORD018757,CUST018757,Kimberly,Corporate
ORD018758,CUST018758,Carrie,Consumer
ORD018759,CUST018759,Sarah,Consumer
ORD018760,CUST018760,Joshua,Consumer
ORD018761,CUST018761,Peter,Corporate
ORD018762,CUST018762,Sierra,Corporate
ORD018763,CUST018763,Christopher,Corporate
ORD018764,CUST018764,Willie,Consumer
ORD018765,CUST018765,Douglas,Consumer
ORD018766,CUST018766,Craig,Corporate
ORD018767,CUST018767,Joseph,Consumer
ORD018768,CUST018768,Kenneth,Consumer
ORD018769,CUST018769,Erica,Consumer
ORD018770,CUST018770,Mark,Corporate
ORD018771,CUST018771,Susan,Corporate
ORD018772,CUST018772,Shane,Consumer
ORD018773,CUST018773,Kenneth,Consumer
ORD018774,CUST018774,Sheila,Corporate
ORD018775,CUST018775,Alicia,Consumer
ORD018776,CUST018776,Jose,Consumer
ORD018777,CUST018777,Kevin,Corporate
ORD018778,CUST018778,Paul,Consumer
ORD018779,CUST018779,Alexis,Corporate
ORD018780,CUST018780,Mark,Consumer
ORD018781,CUST018781,Michelle,Corporate
ORD018782,CUST018782,Richard,Corporate
ORD018783,CUST018783,Juan,Consumer
ORD018784,CUST018784,Elizabeth,Consumer
ORD018785,CUST018785,Linda,Consumer
ORD018786,CUST018786,Justin,Corporate
ORD018787,CUST018787,Jonathan,Corporate
ORD018788,CUST018788,Ashley,Corporate
ORD018789,CUST018789,Sherri,Corporate
ORD018790,CUST018790,Joanne,Consumer
ORD018791,CUST018791,Jessica,Corporate
ORD018792,CUST018792,Amanda,Consumer
ORD018793,CUST018793,Samantha,Corporate
ORD018794,CUST018794,Hector,Corporate
ORD018795,CUST018795,Alyssa,Consumer
ORD018796,CUST018796,Lindsay,Corporate
ORD018797,CUST018797,Daniel,Consumer
ORD018798,CUST018798,Debbie,Corporate
ORD018799,CUST018799,Noah,Corporate
ORD018800,CUST018800,Shannon,Corporate
ORD018801,CUST018801,Carol,Consumer
ORD018802,CUST018802,William,Corporate
ORD018803,CUST018803,Tara,Consumer
ORD018804,CUST018804,Michael,Consumer
ORD018805,CUST018805,Vanessa,Consumer
ORD018806,CUST018806,Jessica,Corporate
ORD018807,CUST018807,Jonathan,Consumer
ORD018808,CUST018808,Tanner,Consumer
ORD018809,CUST018809,Benjamin,Corporate
ORD018810,CUST018810,Tristan,Consumer
ORD018811,CUST018811,Benjamin,Corporate
ORD018812,CUST018812,Gina,Corporate
ORD018813,CUST018813,Jason,Corporate
ORD018814,CUST018814,Scott,Consumer
ORD018815,CUST018815,Rhonda,Consumer
ORD018816,CUST018816,Laurie,Consumer
ORD018817,CUST018817,Stacy,Corporate
ORD018818,CUST018818,Angela,Consumer
ORD018819,CUST018819,Susan,Consumer
ORD018820,CUST018820,Robert,Consumer
ORD018821,CUST018821,Stephanie,Consumer
ORD018822,CUST018822,Jennifer,Consumer
ORD018823,CUST018823,Lindsey,Consumer
ORD018824,CUST018824,Rachel,Corporate
ORD018825,CUST018825,Jennifer,Corporate
ORD018826,CUST018826,Michael,Consumer
ORD018827,CUST018827,Wayne,Consumer
ORD018828,CUST018828,David,Corporate
ORD018829,CUST018829,Christopher,Corporate
ORD018830,CUST018830,Julie,Consumer
ORD018831,CUST018831,Robin,Consumer
ORD018832,CUST018832,Jeanette,Corporate
ORD018833,CUST018833,Aaron,Corporate
ORD018834,CUST018834,Carrie,Corporate
ORD018835,CUST018835,Anna,Consumer
ORD018836,CUST018836,Alyssa,Consumer
ORD018837,CUST018837,Brandon,Consumer
ORD018838,CUST018838,Brandon,Consumer
ORD018839,CUST018839,Brandy,Corporate
ORD018840,CUST018840,Vickie,Consumer
ORD018841,CUST018841,David,Corporate
ORD018842,CUST018842,Tracy,Consumer
ORD018843,CUST018843,Daisy,Corporate
ORD018844,CUST018844,Emily,Consumer
ORD018845,CUST018845,Robert,Corporate
ORD018846,CUST018846,Isaac,Consumer
ORD018847,CUST018847,Edward,Corporate
ORD018848,CUST018848,Sierra,Corporate
ORD018849,CUST018849,Jennifer,Consumer
ORD018850,CUST018850,Jesse,Corporate
ORD018851,CUST018851,Johnny,Corporate
ORD018852,CUST018852,Felicia,Consumer
ORD018853,CUST018853,Angelica,Corporate
ORD018854,CUST018854,Erica,Consumer
ORD018855,CUST018855,Bruce,Consumer
ORD018856,CUST018856,Tammy,Corporate
ORD018857,CUST018857,Tamara,Corporate
ORD018858,CUST018858,Jacqueline,Corporate
ORD018859,CUST018859,Jason,Consumer
ORD018860,CUST018860,Dustin,Corporate
ORD018861,CUST018861,Kristen,Corporate
ORD018862,CUST018862,Tammy,Corporate
ORD018863,CUST018863,Anthony,Corporate
ORD018864,CUST018864,William,Corporate
ORD018865,CUST018865,Sylvia,Corporate
ORD018866,CUST018866,Lori,Consumer
ORD018867,CUST018867,Anthony,Corporate
ORD018868,CUST018868,Brian,Corporate
ORD018869,CUST018869,Richard,Consumer
ORD018870,CUST018870,Dylan,Corporate
ORD018871,CUST018871,Leah,Corporate
ORD018872,CUST018872,Tony,Corporate
ORD018873,CUST018873,Jeffrey,Consumer
ORD018874,CUST018874,Bernard,Corporate
ORD018875,CUST018875,Angela,Consumer
ORD018876,CUST018876,Mary,Corporate
ORD018877,CUST018877,Stacy,Consumer
ORD018878,CUST018878,Jeffrey,Corporate
ORD018879,CUST018879,Charles,Corporate
ORD018880,CUST018880,Judy,Corporate
ORD018881,CUST018881,Scott,Consumer
ORD018882,CUST018882,Mark,Corporate
ORD018883,CUST018883,Elizabeth,Consumer
ORD018884,CUST018884,Donald,Corporate
ORD018885,CUST018885,Ronald,Corporate
ORD018886,CUST018886,Jacob,Corporate
ORD018887,CUST018887,Rick,Corporate
ORD018888,CUST018888,Donald,Corporate
ORD018889,CUST018889,Jeffrey,Consumer
ORD018890,CUST018890,Reginald,Corporate
ORD018891,CUST018891,Megan,Corporate
ORD018892,CUST018892,Alicia,Corporate
ORD018893,CUST018893,Andrew,Consumer
ORD018894,CUST018894,Jamie,Consumer
ORD018895,CUST018895,Maria,Corporate
ORD018896,CUST018896,Tyler,Consumer
ORD018897,CUST018897,Charlotte,Consumer
ORD018898,CUST018898,Mason,Consumer
ORD018899,CUST018899,Daniel,Consumer
ORD018900,CUST018900,Gabriela,Corporate
ORD018901,CUST018901,Douglas,Corporate
ORD018902,CUST018902,Miranda,Consumer
ORD018903,CUST018903,Mark,Corporate
ORD018904,CUST018904,Holly,Consumer
ORD018905,CUST018905,Zachary,Corporate
ORD018906,CUST018906,Brittany,Corporate
ORD018907,CUST018907,Jonathan,Consumer
ORD018908,CUST018908,Christine,Consumer
ORD018909,CUST018909,Jennifer,Corporate
ORD018910,CUST018910,Carrie,Corporate
ORD018911,CUST018911,Dwayne,Consumer
ORD018912,CUST018912,Brian,Consumer
ORD018913,CUST018913,Sean,Corporate
ORD018914,CUST018914,Dylan,Consumer
ORD018915,CUST018915,Jeffrey,Corporate
ORD018916,CUST018916,Tammy,Consumer
ORD018917,CUST018917,Melanie,Consumer
ORD018918,CUST018918,Barbara,Corporate
ORD018919,CUST018919,Nicholas,Consumer
ORD018920,CUST018920,Dakota,Corporate
ORD018921,CUST018921,Renee,Consumer
ORD018922,CUST018922,Deborah,Consumer
ORD018923,CUST018923,Leah,Consumer
ORD018924,CUST018924,Stephanie,Corporate
ORD018925,CUST018925,Richard,Corporate
ORD018926,CUST018926,Sharon,Corporate
ORD018927,CUST018927,Clayton,Consumer
ORD018928,CUST018928,Regina,Consumer
ORD018929,CUST018929,Jeffrey,Corporate
ORD018930,CUST018930,Janet,Consumer
ORD018931,CUST018931,Melanie,Consumer
ORD018932,CUST018932,Paul,Consumer
ORD018933,CUST018933,Keith,Corporate
ORD018934,CUST018934,Kelsey,Consumer
ORD018935,CUST018935,Carl,Consumer
ORD018936,CUST018936,Courtney,Corporate
ORD018937,CUST018937,Jennifer,Corporate
ORD018938,CUST018938,Stephen,Corporate
ORD018939,CUST018939,Robert,Consumer
ORD018940,CUST018940,Thomas,Corporate
ORD018941,CUST018941,Mckenzie,Consumer
ORD018942,CUST018942,Keith,Consumer
ORD018943,CUST018943,Andrea,Consumer
ORD018944,CUST018944,James,Corporate
ORD018945,CUST018945,Justin,Consumer
ORD018946,CUST018946,Cheryl,Corporate
ORD018947,CUST018947,Martin,Corporate
ORD018948,CUST018948,Justin,Corporate
ORD018949,CUST018949,Richard,Consumer
ORD018950,CUST018950,Benjamin,Consumer
ORD018951,CUST018951,Adam,Corporate
ORD018952,CUST018952,Christine,Corporate
ORD018953,CUST018953,Scott,Corporate
ORD018954,CUST018954,Catherine,Corporate
ORD018955,CUST018955,Laura,Consumer
ORD018956,CUST018956,Tara,Corporate
ORD018957,CUST018957,Daniel,Corporate
ORD018958,CUST018958,Luis,Consumer
ORD018959,CUST018959,Michael,Corporate
ORD018960,CUST018960,Michael,Corporate
ORD018961,CUST018961,Sherry,Consumer
ORD018962,CUST018962,Alexandra,Consumer
ORD018963,CUST018963,Kelsey,Corporate
ORD018964,CUST018964,Jason,Consumer
ORD018965,CUST018965,Rita,Consumer
ORD018966,CUST018966,Jill,Corporate
ORD018967,CUST018967,Jerry,Corporate
ORD018968,CUST018968,Isaac,Corporate
ORD018969,CUST018969,Alexandra,Corporate
ORD018970,CUST018970,Shari,Consumer
ORD018971,CUST018971,Mary,Corporate
ORD018972,CUST018972,Grace,Corporate
ORD018973,CUST018973,Eric,Corporate
ORD018974,CUST018974,Brianna,Consumer
ORD018975,CUST018975,John,Consumer
ORD018976,CUST018976,Patrick,Corporate
ORD018977,CUST018977,Madeline,Consumer
ORD018978,CUST018978,Lisa,Consumer
ORD018979,CUST018979,Michael,Corporate
ORD018980,CUST018980,Tiffany,Corporate
ORD018981,CUST018981,Lindsay,Consumer
ORD018982,CUST018982,Joshua,Corporate
ORD018983,CUST018983,Louis,Corporate
ORD018984,CUST018984,Teresa,Corporate
ORD018985,CUST018985,Christopher,Consumer
ORD018986,CUST018986,Debra,Corporate
ORD018987,CUST018987,Darren,Consumer
ORD018988,CUST018988,Madison,Corporate
ORD018989,CUST018989,Emily,Corporate
ORD018990,CUST018990,Sarah,Consumer
ORD018991,CUST018991,Alexa,Consumer
ORD018992,CUST018992,Kimberly,Consumer
ORD018993,CUST018993,Nicole,Corporate
ORD018994,CUST018994,Lawrence,Corporate
ORD018995,CUST018995,Aaron,Consumer
ORD018996,CUST018996,Danielle,Consumer
ORD018997,CUST018997,Faith,Corporate
ORD018998,CUST018998,Jeffrey,Consumer
ORD018999,CUST018999,Darlene,Consumer
ORD019000,CUST019000,Amy,Corporate
ORD019001,CUST019001,Maria,Corporate
ORD019002,CUST019002,William,Consumer
ORD019003,CUST019003,Jeffrey,Corporate
ORD019004,CUST019004,Benjamin,Consumer
ORD019005,CUST019005,Danielle,Consumer
ORD019006,CUST019006,Lori,Corporate
ORD019007,CUST019007,Eric,Consumer
ORD019008,CUST019008,Kelly,Corporate
ORD019009,CUST019009,Jonathan,Consumer
ORD019010,CUST019010,Raymond,Consumer
ORD019011,CUST019011,Crystal,Corporate
ORD019012,CUST019012,Jamie,Consumer
ORD019013,CUST019013,Jessica,Consumer
ORD019014,CUST019014,Bryan,Consumer
ORD019015,CUST019015,David,Corporate
ORD019016,CUST019016,Melissa,Consumer
ORD019017,CUST019017,Guy,Corporate
ORD019018,CUST019018,Brian,Consumer
ORD019019,CUST019019,Luis,Corporate
ORD019020,CUST019020,George,Consumer
ORD019021,CUST019021,Jill,Corporate
ORD019022,CUST019022,Brandy,Consumer
ORD019023,CUST019023,Shelly,Corporate
ORD019024,CUST019024,John,Consumer
ORD019025,CUST019025,James,Consumer
ORD019026,CUST019026,Maria,Consumer
ORD019027,CUST019027,Nicholas,Consumer
ORD019028,CUST019028,Kimberly,Corporate
ORD019029,CUST019029,Kevin,Corporate
ORD019030,CUST019030,Dakota,Corporate
ORD019031,CUST019031,Timothy,Consumer
ORD019032,CUST019032,James,Consumer
ORD019033,CUST019033,Allison,Corporate
ORD019034,CUST019034,Brent,Corporate
ORD019035,CUST019035,Stephanie,Corporate
ORD019036,CUST019036,Gregory,Consumer
ORD019037,CUST019037,Elizabeth,Consumer
ORD019038,CUST019038,Amber,Corporate
ORD019039,CUST019039,Ian,Consumer
ORD019040,CUST019040,Calvin,Corporate
ORD019041,CUST019041,Eric,Corporate
ORD019042,CUST019042,Ricardo,Corporate
ORD019043,CUST019043,Rachael,Corporate
ORD019044,CUST019044,Rachel,Corporate
ORD019045,CUST019045,Andrew,Corporate
ORD019046,CUST019046,Alexandria,Corporate
ORD019047,CUST019047,Chelsea,Consumer
ORD019048,CUST019048,Scott,Corporate
ORD019049,CUST019049,Ryan,Consumer
ORD019050,CUST019050,Michael,Corporate
ORD019051,CUST019051,Lori,Corporate
ORD019052,CUST019052,Lauren,Consumer
ORD019053,CUST019053,Michael,Corporate
ORD019054,CUST019054,Anthony,Corporate
ORD019055,CUST019055,Andrew,Corporate
ORD019056,CUST019056,Michael,Consumer
ORD019057,CUST019057,Christopher,Corporate
ORD019058,CUST019058,Henry,Consumer
ORD019059,CUST019059,Justin,Corporate
ORD019060,CUST019060,Adrienne,Corporate
ORD019061,CUST019061,Andrew,Corporate
ORD019062,CUST019062,Jeffery,Consumer
ORD019063,CUST019063,Christopher,Corporate
ORD019064,CUST019064,Dana,Consumer
ORD019065,CUST019065,Kimberly,Corporate
ORD019066,CUST019066,Wendy,Consumer
ORD019067,CUST019067,Maria,Corporate
ORD019068,CUST019068,Shannon,Consumer
ORD019069,CUST019069,Erica,Corporate
ORD019070,CUST019070,Chelsea,Corporate
ORD019071,CUST019071,Jeremy,Corporate
ORD019072,CUST019072,Matthew,Consumer
ORD019073,CUST019073,Crystal,Corporate
ORD019074,CUST019074,Kevin,Consumer
ORD019075,CUST019075,Rodney,Consumer
ORD019076,CUST019076,Lee,Corporate
ORD019077,CUST019077,Michele,Consumer
ORD019078,CUST019078,Susan,Corporate
ORD019079,CUST019079,Michael,Consumer
ORD019080,CUST019080,Kristin,Consumer
ORD019081,CUST019081,Scott,Consumer
ORD019082,CUST019082,Christine,Corporate
ORD019083,CUST019083,Jessica,Consumer
ORD019084,CUST019084,Joseph,Consumer
ORD019085,CUST019085,Maria,Consumer
ORD019086,CUST019086,Michael,Consumer
ORD019087,CUST019087,Sarah,Corporate
ORD019088,CUST019088,Jonathan,Consumer
ORD019089,CUST019089,Nicole,Corporate
ORD019090,CUST019090,Heather,Consumer
ORD019091,CUST019091,Kathryn,Consumer
ORD019092,CUST019092,Yvonne,Consumer
ORD019093,CUST019093,Devon,Corporate
ORD019094,CUST019094,Sandy,Consumer
ORD019095,CUST019095,Bradley,Consumer
ORD019096,CUST019096,Timothy,Corporate
ORD019097,CUST019097,Brett,Consumer
ORD019098,CUST019098,Kathy,Corporate
ORD019099,CUST019099,Sarah,Corporate
ORD019100,CUST019100,Jared,Corporate
ORD019101,CUST019101,Eric,Consumer
ORD019102,CUST019102,Jessica,Consumer
ORD019103,CUST019103,Bradley,Corporate
ORD019104,CUST019104,Lauren,Consumer
ORD019105,CUST019105,Stephen,Corporate
ORD019106,CUST019106,Robert,Corporate
ORD019107,CUST019107,Sara,Corporate
ORD019108,CUST019108,Amanda,Consumer
ORD019109,CUST019109,Brian,Corporate
ORD019110,CUST019110,Miguel,Consumer
ORD019111,CUST019111,Joseph,Corporate
ORD019112,CUST019112,Nicholas,Consumer
ORD019113,CUST019113,Monica,Consumer
ORD019114,CUST019114,Michael,Corporate
ORD019115,CUST019115,Ruth,Consumer
ORD019116,CUST019116,Gary,Consumer
ORD019117,CUST019117,Sergio,Corporate
ORD019118,CUST019118,Christina,Corporate
ORD019119,CUST019119,Carol,Corporate
ORD019120,CUST019120,Melissa,Corporate
ORD019121,CUST019121,Andrea,Consumer
ORD019122,CUST019122,Derrick,Consumer
ORD019123,CUST019123,Jennifer,Corporate
ORD019124,CUST019124,Timothy,Consumer
ORD019125,CUST019125,Robert,Corporate
ORD019126,CUST019126,Emma,Corporate
ORD019127,CUST019127,April,Corporate
ORD019128,CUST019128,Alex,Consumer
ORD019129,CUST019129,Jason,Corporate
ORD019130,CUST019130,Megan,Corporate
ORD019131,CUST019131,Regina,Corporate
ORD019132,CUST019132,Jessica,Consumer
ORD019133,CUST019133,Anthony,Corporate
ORD019134,CUST019134,Rachel,Corporate
ORD019135,CUST019135,Diana,Corporate
ORD019136,CUST019136,Megan,Corporate
ORD019137,CUST019137,Danielle,Consumer
ORD019138,CUST019138,Sarah,Corporate
ORD019139,CUST019139,Judith,Corporate
ORD019140,CUST019140,Dawn,Corporate
ORD019141,CUST019141,Sydney,Consumer
ORD019142,CUST019142,Tracy,Corporate
ORD019143,CUST019143,Michael,Consumer
ORD019144,CUST019144,Trevor,Corporate
ORD019145,CUST019145,John,Corporate
ORD019146,CUST019146,Tony,Consumer
ORD019147,CUST019147,Justin,Corporate
ORD019148,CUST019148,Vanessa,Corporate
ORD019149,CUST019149,Blake,Corporate
ORD019150,CUST019150,Melissa,Consumer
ORD019151,CUST019151,Jessica,Corporate
ORD019152,CUST019152,Tamara,Corporate
ORD019153,CUST019153,Whitney,Consumer
ORD019154,CUST019154,Monica,Corporate
ORD019155,CUST019155,Becky,Corporate
ORD019156,CUST019156,Michael,Consumer
ORD019157,CUST019157,Peter,Consumer
ORD019158,CUST019158,Gina,Consumer
ORD019159,CUST019159,Kristina,Consumer
ORD019160,CUST019160,Stephen,Consumer
ORD019161,CUST019161,Megan,Corporate
ORD019162,CUST019162,Vanessa,Consumer
ORD019163,CUST019163,Kenneth,Consumer
ORD019164,CUST019164,Tammy,Corporate
ORD019165,CUST019165,Dylan,Consumer
ORD019166,CUST019166,Stephen,Corporate
ORD019167,CUST019167,Michelle,Consumer
ORD019168,CUST019168,Amy,Corporate
ORD019169,CUST019169,Russell,Corporate
ORD019170,CUST019170,Anna,Consumer
ORD019171,CUST019171,Jasmine,Consumer
ORD019172,CUST019172,Kenneth,Corporate
